Timestamp,BMP_Temperature_C,BMP_Pressure_hPa,BMP_Altitude_m,DHT_Temperature_C,DHT_Humidity_percent,BH1750_Light_lx
2025-03-18 21:27:43.224251+00:00,1.9,771.49,2240.55855986521,2.4,89,2042.91666666667
2025-03-18 21:27:48.303568+00:00,1.9,771.505,2240.92190209675,2.4,89,2048.125
2025-03-18 21:27:48.312065+00:00,1.9,771.56,2240.29902051709,2.4,89,2047.91666666667
2025-03-18 21:27:54.687717+00:00,1.9,771.51,2240.76617652649,2.4,89,2073.33333333333
2025-03-18 21:27:59.766230+00:00,1.9,771.495,2241.44099659297,2.4,89,2076.66666666667
2025-03-18 21:27:59.770222+00:00,1.9,771.52,2240.71426909266,2.4,90,2103.33333333333
2025-03-18 21:28:05.905160+00:00,1.9,771.525,2240.71427127173,2.4,90,2113.54166666667
2025-03-18 21:28:10.985263+00:00,1.9,771.525,2240.19521327568,2.4,89,2141.45833333333
2025-03-18 21:28:10.993716+00:00,1.9,771.56,2240.71426909266,2.4,89,2156.66666666667
2025-03-18 21:28:17.369062+00:00,1.9,771.515,2240.61045749355,2.4,89.5,2199.79166666667
2025-03-18 21:28:22.447261+00:00,1.9,771.51,2240.66236220359,2.4,89,2252.70833333333
2025-03-18 21:28:22.452896+00:00,1.9,771.53,2240.61045531452,2.4,90,2274.58333333333
2025-03-18 21:28:28.588736+00:00,1.9,771.54,2240.61045585928,2.4,90,2326.66666666667
2025-03-18 21:28:33.669037+00:00,1.9,771.57,2240.76617652649,2.4,89.5,2367.29166666667
2025-03-18 21:28:33.673450+00:00,1.9,771.59,2239.98759552459,2.4,90,2404.58333333333
2025-03-18 21:28:40.048762+00:00,1.9,771.515,2240.55854897021,2.4,90,2425.20833333333
2025-03-18 21:28:45.127238+00:00,1.8,771.475,2240.86999847641,2.4,90,2464.16666666667
2025-03-18 21:28:45.132350+00:00,1.8,771.39,2241.96011942158,2.4,90,2472.91666666667
2025-03-18 21:28:51.267410+00:00,1.8,771.485,2241.38909188362,2.4,90,2507.70833333333
2025-03-18 21:28:56.345734+00:00,1.8,771.52,2240.55854897021,2.35,90,2575.625
2025-03-18 21:28:56.350211+00:00,1.8,771.53,2241.54481854327,2.4,90,2608.75
2025-03-18 21:29:02.731087+00:00,1.8,771.48,2240.50664480487,2.3,90,2656.25
2025-03-18 21:29:07.815074+00:00,1.85,771.47,2240.86999193895,2.35,90,2742.08333333333
2025-03-18 21:29:07.822737+00:00,1.8,771.46,2241.0257169644,2.3,90,2782.91666666667
2025-03-18 21:29:13.952784+00:00,1.9,771.48,2240.71427127173,2.3,90,2848.75
2025-03-18 21:29:19.169961+00:00,1.9,771.505,2240.66236547217,2.4,90,2935.20833333333
2025-03-18 21:29:19.174254+00:00,1.9,771.5,2240.81808396033,2.3,90,3018.33333333333
2025-03-18 21:29:25.552565+00:00,1.8,771.47,2240.81808450511,2.4,90,3068.95833333333
2025-03-18 21:29:30.631055+00:00,1.8,771.57,2239.93569571659,2.4,90,3175.41666666667
2025-03-18 21:29:30.639674+00:00,1.8,771.42,2241.54481854327,2.4,90,3169.58333333333
2025-03-18 21:29:36.758548+00:00,1.8,771.46,2241.02571914362,2.4,90,3284.58333333333
2025-03-18 21:29:41.837668+00:00,1.8,771.515,2240.35092904027,2.35,90,3426.66666666667
2025-03-18 21:29:41.841698+00:00,1.8,771.45,2241.75246680284,2.4,90,3457.08333333333
2025-03-18 21:29:48.227405+00:00,1.8,771.37,2241.44101566302,2.4,90,3519.79166666667
2025-03-18 21:29:53.317662+00:00,1.8,771.375,2242.11586515236,2.4,90,3637.5
2025-03-18 21:29:53.325260+00:00,1.8,771.38,2242.16777639971,2.4,90,3769.58333333333
2025-03-18 21:29:59.445553+00:00,1.8,771.38,2241.28526448479,2.4,90,3764.58333333333
2025-03-18 21:30:04.527077+00:00,1.8,771.405,2241.90820926394,2.4,90,3834.16666666667
2025-03-18 21:30:04.532893+00:00,1.8,771.41,2241.64864212817,2.4,90,3861.66666666667
2025-03-18 21:30:10.915081+00:00,1.8,771.465,2241.44100095184,2.4,90,3878.95833333333
2025-03-18 21:30:16.005385+00:00,1.8,771.47,2241.12954381796,2.4,90,3937.29166666667
2025-03-18 21:30:16.008863+00:00,1.8,771.35,2241.54481854327,2.4,91,4000.83333333333
2025-03-18 21:30:22.129158+00:00,1.8,771.405,2241.38908643509,2.4,90,3979.58333333333
2025-03-18 21:30:27.215831+00:00,1.8,771.45,2241.49290729569,2.5,91,4060.83333333333
2025-03-18 21:30:29.520144+00:00,1.8,771.29,2242.89461015624,2.5,90,4075.41666666667
2025-03-18 21:30:35.907316+00:00,1.8,771.415,2241.75246898243,2.5,90,4138.75
2025-03-18 21:30:40.986343+00:00,1.85,771.385,2242.32352322045,2.5,91,4190.625
2025-03-18 21:30:40.990788+00:00,1.9,771.39,2241.23335432692,2.5,91,4190.41666666667
2025-03-18 21:30:47.110113+00:00,1.9,771.4,2242.27160706857,2.5,91,4238.125
2025-03-18 21:30:52.190901+00:00,1.9,771.45,2241.49290838542,2.55,90.5,4285.83333333333
2025-03-18 21:30:52.196134+00:00,1.9,771.45,2241.12953510084,2.6,90,4273.33333333333
2025-03-18 21:30:58.583009+00:00,1.9,771.34,2241.90820708428,2.6,90,4319.375
2025-03-18 21:31:03.663409+00:00,1.9,771.425,2241.59673033572,2.6,90,4343.54166666667
2025-03-18 21:31:03.666685+00:00,2,771.4,2242.37543773743,2.6,92,4368.33333333333
2025-03-18 21:31:09.785523+00:00,2,771.42,2242.21969473139,2.65,91,4381.25
2025-03-18 21:31:14.864017+00:00,2,771.37,2241.75246680284,2.7,90,4399.58333333333
2025-03-18 21:31:14.871964+00:00,2,771.36,2242.47927004119,2.7,90,4415.83333333333
2025-03-18 21:31:16.170154+00:00,2,771.34,2243.41380982693,2.7,90,4417.91666666667
2025-03-18 21:31:17.297009+00:00,2,771.46,2241.44099604811,2.7,90,4429.16666666667
2025-03-18 21:31:19.873634+00:00,2,771.46,2242.16777639971,2.7,92,4437.08333333333
2025-03-18 21:31:21.984743+00:00,2,771.46,2241.44099604811,2.7,91,4424.58333333333
2025-03-18 21:31:24.095500+00:00,2,771.37,2242.16777639971,2.8,90,4440.41666666667
2025-03-18 21:31:26.214181+00:00,2,771.41,2241.12953510084,2.8,92,4425
2025-03-18 21:31:28.317509+00:00,2,771.43,2242.37543773743,2.8,90,4455
2025-03-18 21:31:38.368508+00:00,2,771.37,2241.8562925673,2.8,90,4499.58333333333
2025-03-18 21:31:50.090916+00:00,2,771.35,2242.27160652361,2.8,91,4493.75
2025-03-18 21:31:55.182711+00:00,2,771.41,2241.49290729569,2.9,92,4537.5
2025-03-18 21:31:57.482238+00:00,2.1,771.45,2241.8562925673,2.9,90,4533.33333333333
2025-03-18 21:32:03.869229+00:00,2.05,771.34,2242.11586188271,2.9,93,4543.95833333333
2025-03-18 21:32:08.950751+00:00,2.1,771.39,2242.32353302986,2.9,91,4580
2025-03-18 21:32:08.955999+00:00,2.1,771.38,2242.16777639971,2.9,91,4570
2025-03-18 21:32:15.074605+00:00,2.1,771.35,2242.53119000802,2.9,93,4584.58333333333
2025-03-18 21:32:20.153472+00:00,2.1,771.4,2242.32352213052,2.9,93,4629.375
2025-03-18 21:32:20.156745+00:00,2.1,771.34,2242.16777639971,2.9,91,4661.66666666667
2025-03-18 21:32:26.549251+00:00,2.1,771.34,2242.37543773743,2.9,91,4663.95833333333
2025-03-18 21:32:31.628122+00:00,2.1,771.295,2242.73885679558,2.9,91,4695.625
2025-03-18 21:32:31.631449+00:00,2.1,771.27,2243.41380982693,2.9,93,4719.58333333333
2025-03-18 21:32:37.750258+00:00,2.1,771.33,2242.6350206768,2.9,91,4739.375
2025-03-18 21:32:42.828771+00:00,2.2,771.355,2242.3754382824,3,92,4787.29166666667
2025-03-18 21:32:42.832840+00:00,2.1,771.3,2241.8562925673,3,93,4807.91666666667
2025-03-18 21:32:49.219805+00:00,2.2,771.39,2242.11586188271,3,92,4789.58333333333
2025-03-18 21:32:54.299671+00:00,2.2,771.25,2242.79077567253,3,93.5,4786.66666666667
2025-03-18 21:32:54.303416+00:00,2.2,771.29,2243.41380982693,3,91,4810.41666666667
2025-03-18 21:33:00.422582+00:00,2.2,771.345,2242.73885897566,3,92,4816.25
2025-03-18 21:33:05.501238+00:00,2.2,771.29,2242.58310397993,3.1,93,4857.5
2025-03-18 21:33:05.506552+00:00,2.2,771.39,2242.68693791866,3.1,91,4875.41666666667
2025-03-18 21:33:11.898666+00:00,2.3,771.39,2242.06395608468,3.1,92,4899.58333333333
2025-03-18 21:33:16.977071+00:00,2.3,771.33,2242.27160706857,3.1,92.5,4933.95833333333
2025-03-18 21:33:16.980587+00:00,2.3,771.25,2243.10228675411,3.2,92,4960.83333333333
2025-03-18 21:33:23.099473+00:00,2.3,771.325,2242.6350206768,3.2,91,5000
2025-03-18 21:33:28.185561+00:00,2.3,771.34,2242.37545136177,3.2,92.5,5016.66666666667
2025-03-18 21:33:28.190829+00:00,2.3,771.4,2242.68693791866,3.2,94,5028.75
2025-03-18 21:33:34.577846+00:00,2.3,771.305,2242.99845009032,3.2,94,5052.29166666667
2025-03-18 21:33:39.658095+00:00,2.3,771.27,2242.68693846368,3.2,94,5078.33333333333
2025-03-18 21:33:39.661391+00:00,2.3,771.24,2242.68693791866,3.3,94,5127.91666666667
